Timestamp,n1,n4,n31,n54,n105,n114,n163,n188,n215,n229,n288,n296,n332,n342,n410,n415,n429,n458,n469,n495,n506,n516,n519,n549,n613,n636,n644,n679,n722,n726,n740,n752,n769,T1,p227,p235,PUMP_1
2018-01-01 10:00:00,28.395,33.3375,36.6567,37.38,50.3875,53.83,52.4692,55.2117,39.0858,52.4533,52.5992,42.3008,56.3017,46.705,31.1642,45.5817,36.9067,43.4642,47.3975,51.6117,53.4008,54.6917,47.4975,54.6483,56.0692,45.4442,47.4658,47.1475,45.9667,46.9067,43.72,48.9442,48.3342,3.095,91.1167,95.0892,0
2018-01-01 11:00:00,28.2258,33.1508,36.5075,37.33,50.3592,53.7908,52.4267,55.1683,39.0842,52.3975,52.5525,42.2717,56.2708,46.6533,31.1108,45.5375,36.8583,43.4183,47.3692,51.595,53.3733,54.6617,47.4575,54.6183,56.0217,45.3975,47.4167,47.1,45.9333,46.8642,43.7008,48.9,48.3,2.97,93.755,97.215,0
2018-01-01 12:00:00,28.0675,32.8508,36.34,37.3867,50.3925,53.8325,52.4758,55.2158,39.085,52.4558,52.61,42.3075,56.3075,46.7083,31.1717,45.5917,36.915,43.4717,47.4025,51.6183,53.4067,54.7017,47.5017,54.655,56.0742,45.4492,47.4742,47.1575,45.9758,46.9192,43.7258,48.9592,48.3433,2.8367,90.5475,94.5275,0
2018-01-01 13:00:00,27.9775,32.7683,36.225,37.4467,50.425,53.8667,52.5308,55.27,39.085,52.5142,52.6592,42.3417,56.3467,46.7658,31.2333,45.6417,36.9717,43.5292,47.4358,51.6408,53.4408,54.74,47.5567,54.7008,56.1308,45.4975,47.5283,47.2033,46.015,46.9625,43.7442,49.0008,48.375,2.6883,87.14,91.6767,0
2018-01-01 14:00:00,27.93,32.8775,36.1667,37.5225,50.4758,53.9267,52.6108,55.3483,39.0867,52.5933,52.7117,42.3725,56.4092,46.845,31.3167,45.7175,37.0508,43.6058,47.4858,51.6783,53.4983,54.805,47.6333,54.77,56.21,45.5575,47.5925,47.255,46.0492,47.0108,43.7592,49.0508,48.4125,2.5775,83.4942,86.9792,0
2018-01-01 15:00:00,27.8292,32.7692,36.0625,37.5917,50.51,53.9658,52.675,55.4133,39.0858,52.6533,52.7717,42.4117,56.4525,46.91,31.3892,45.7808,37.1183,43.6733,47.5225,51.7025,53.5367,54.8525,47.6933,54.8225,56.2758,45.6125,47.6558,47.3117,46.095,47.0675,43.785,49.11,48.4583,2.4758,79.4817,83.6525,0
2018-01-01 16:00:00,27.77,32.695,36.0183,36.9375,50.3517,53.7908,52.3125,55.0667,39.0883,52.3042,52.5867,42.2967,56.2333,46.5092,30.835,45.3767,36.5758,43.2667,47.3633,51.575,53.3558,54.6408,47.3392,54.5742,55.91,45.3308,47.3842,47.1167,45.9675,46.9042,43.7208,48.945,48.3342,2.44,92.1075,98.4508,33.1358
2018-01-01 17:00:00,27.8825,32.8267,36.145,36.6908,50.2925,53.7283,52.1642,54.9275,39.0875,52.1525,52.4967,42.2367,56.1467,46.3408,30.6167,45.215,36.3625,43.1033,47.3067,51.5275,53.2892,54.5575,47.1992,54.4792,55.7575,45.2067,47.2642,47.0208,45.9042,46.8225,43.69,48.8608,48.2717,2.5608,98.5125,104.2792,44.1558
2018-01-01 18:00:00,28.065,33.0275,36.3042,36.6108,50.2425,53.6625,52.0883,54.8508,39.0858,52.0883,52.445,42.2067,56.0867,46.27,30.5358,45.1425,36.285,43.0258,47.2542,51.4908,53.2333,54.49,47.1233,54.4108,55.6825,45.15,47.2008,46.9708,45.8642,46.7758,43.6733,48.815,48.2417,2.7,101.4433,108.3533,44.1083
2018-01-01 19:00:00,28.205,33.1667,36.4417,36.5892,50.2392,53.6692,52.0775,54.8442,39.0892,52.07,52.4175,42.1892,56.0858,46.2517,30.5075,45.1283,36.2617,43.0117,47.25,51.4892,53.2317,54.495,47.1142,54.4142,55.67,45.1333,47.1783,46.9475,45.8483,46.7525,43.665,48.7883,48.2233,2.8417,102.8275,108.5833,44.0692
2018-01-01 20:00:00,28.3392,33.2967,36.5742,36.6192,50.2517,53.6842,52.1008,54.8658,39.09,52.1017,52.4358,42.1975,56.0975,46.28,30.54,45.1533,36.2908,43.0375,47.2642,51.4958,53.2425,54.5183,47.1383,54.4317,55.6917,45.1533,47.1992,46.9633,45.8558,46.7692,43.6675,48.8058,48.2342,2.9808,101.98,107.6008,44.0458
2018-01-01 21:00:00,28.4367,33.3925,36.675,36.6075,50.2475,53.675,52.0892,54.855,39.0883,52.0758,52.4183,42.1908,56.0925,46.2658,30.5283,45.1467,36.2792,43.025,47.2592,51.4925,53.2392,54.5017,47.1292,54.4183,55.6808,45.1383,47.18,46.9517,45.8483,46.7542,43.6642,48.7883,48.2217,3.11,102.6283,107.9367,44.015
2018-01-01 22:00:00,28.5717,33.5217,36.8133,36.8042,50.3525,53.795,52.2692,55.03,39.0908,52.2642,52.58,42.2925,56.2208,46.4525,30.7325,45.3192,36.4758,43.2108,47.3683,51.5717,53.3542,54.6358,47.2942,54.5642,55.8625,45.2958,47.36,47.1042,45.9667,46.9017,43.7208,48.9417,48.3342,3.2292,93.2792,99.2033,44.0308
2018-01-01 23:00:00,28.7308,33.6717,36.9775,37.0167,50.4617,53.9225,52.4658,55.2225,39.0925,52.4592,52.7333,42.3917,56.3592,46.6517,30.955,45.5083,36.6867,43.4158,47.4767,51.6533,53.4775,54.7817,47.4817,54.72,56.0633,45.4575,47.5358,47.255,46.08,47.0417,43.7783,49.0908,48.4433,3.3683,83.0458,89.3542,44.0467
2018-01-02 00:00:00,28.9142,33.8575,37.1392,37.2467,50.5867,54.0675,52.67,55.4242,39.095,52.6633,52.8917,42.4925,56.5117,46.8592,31.1925,45.7192,36.9142,43.6283,47.6067,51.745,53.6133,54.945,47.6825,54.89,56.27,45.6225,47.7183,47.4058,46.1967,47.1867,43.8325,49.2358,48.5525,3.5208,71.6967,76.8358,44.065
2018-01-02 01:00:00,29.1233,34.0708,37.3325,37.49,50.715,54.2167,52.8908,55.64,39.0992,52.895,53.0642,42.6033,56.6667,47.09,31.4392,45.9325,37.1575,43.86,47.7342,51.8375,53.7558,55.1133,47.8892,55.0708,56.4925,45.8075,47.9217,47.5758,46.325,47.3458,43.8983,49.4,48.6733,3.6858,56.5892,62.1992,44.0842
2018-01-02 02:00:00,29.3208,34.2692,37.5267,37.87,50.8342,54.3542,53.1217,55.8625,39.1,53.1358,53.2125,42.6975,56.82,47.3458,31.7717,46.18,37.4758,44.11,47.8542,51.9292,53.8858,55.2683,48.1133,55.2425,56.7292,45.9942,48.1133,47.725,46.4317,47.4767,43.9508,49.5358,48.775,3.8608,38.7267,43.1292,25.7092
2018-01-02 03:00:00,29.3308,34.2808,37.5375,38.255,50.9283,54.4608,53.3175,56.0517,39.1,53.3375,53.3225,42.7692,56.9433,47.5658,32.0892,46.3992,37.7817,44.3283,47.9492,52.0008,53.99,55.3933,48.305,55.3825,56.9275,46.1525,48.2658,47.8408,46.51,47.5742,43.9892,49.6333,48.8475,3.875,22.0433,24.7383,0
2018-01-02 04:00:00,29.2133,34.19,37.4633,38.2633,50.935,54.4692,53.3267,56.06,39.1,53.3417,53.3283,42.7725,56.9492,47.5742,32.0983,46.4083,37.79,44.3375,47.9575,52.0058,53.9975,55.4017,48.3142,55.3892,56.9358,46.1592,48.2742,47.8475,46.5142,47.5817,43.99,49.6383,48.8517,3.8325,20.5808,22.8983,0
2018-01-02 05:00:00,29.0842,34.0408,37.3608,38.23,50.9133,54.4458,53.2925,56.0267,39.1,53.3133,53.3,42.7533,56.925,47.5425,32.0642,46.3783,37.755,44.305,47.935,51.9908,53.975,55.375,48.2825,55.36,56.9025,46.1308,48.2417,47.82,46.4917,47.555,43.9817,49.6117,48.8292,3.7483,26.025,28.2658,0
2018-01-02 06:00:00,29.0108,33.9325,37.245,37.9433,50.7425,54.2433,53.0175,55.7533,39.0992,53.0325,53.0575,42.5958,56.7167,47.26,31.7533,46.1092,37.47,44.0208,47.7583,51.8642,53.785,55.1542,48.0192,55.1308,56.6225,45.8992,47.9783,47.5883,46.31,47.33,43.89,49.3808,48.6592,3.6617,55.74,57.6308,0
2018-01-02 07:00:00,28.8283,33.7708,37.0742,37.5742,50.5125,53.9775,52.66,55.3983,39.0942,52.6633,52.745,42.39,56.4483,46.8975,31.3617,45.7642,37.1008,43.6558,47.5233,51.7025,53.5383,54.8642,47.6767,54.8242,56.2617,45.5975,47.6342,47.285,46.0692,47.0367,43.7725,49.0783,48.4342,3.5408,81.5733,83.9025,0
2018-01-02 08:00:00,28.5758,33.3883,36.8383,37.455,50.4383,53.8858,52.5467,55.2867,39.09,52.5375,52.6467,42.3267,56.3608,46.7808,31.2433,45.6525,36.9833,43.5408,47.4475,51.65,53.4583,54.7608,47.5675,54.7183,56.1483,45.5025,47.5267,47.1908,45.9958,46.9483,43.7358,48.9883,48.365,3.4,88.0183,90.5767,0
2018-01-02 09:00:00,28.23,33.0425,36.5233,37.3725,50.3883,53.8308,52.465,55.2042,39.0858,52.4467,52.5842,42.2917,56.2992,46.6967,31.155,45.5758,36.8992,43.4575,47.3992,51.6133,53.4033,54.7,47.49,54.6542,56.0633,45.4333,47.455,47.1325,45.955,46.8917,43.7142,48.9292,48.3217,3.1975,91.9525,95.2692,0
2018-01-02 10:00:00,28.1508,33.1025,36.4333,37.3567,50.3775,53.8192,52.45,55.1917,39.0833,52.4208,52.5725,42.2842,56.2917,46.68,31.1383,45.5617,36.8833,43.4417,47.3867,51.6092,53.3933,54.6842,47.4783,54.6425,56.0483,45.4192,47.4375,47.12,45.9467,46.88,43.7125,48.9183,48.3133,2.995,92.5267,95.92,0
2018-01-02 11:00:00,28.1375,33.0833,36.3858,37.3908,50.4,53.8433,52.48,55.2208,39.0842,52.4558,52.6025,42.3033,56.3142,46.7117,31.1742,45.5958,36.9167,43.475,47.41,51.6208,53.4133,54.7125,47.5092,54.6667,56.0783,45.4492,47.4708,47.15,45.9683,46.9117,43.7217,48.9475,48.335,2.8492,90.8142,93.96,0
2018-01-02 12:00:00,28.0133,32.9392,36.2575,37.4442,50.4283,53.8725,52.5292,55.2692,39.0875,52.5158,52.6442,42.325,56.3492,46.7658,31.2317,45.6417,36.9708,43.5258,47.4392,51.6417,53.4458,54.745,47.5567,54.7017,56.1308,45.4925,47.5192,47.1883,45.9983,46.9442,43.7358,48.9825,48.3625,2.7167,88.1992,91.3392,0
2018-01-02 13:00:00,27.8983,32.8233,36.1358,37.4075,50.3942,53.8317,52.4942,55.2325,39.085,52.475,52.6233,42.3125,56.3117,46.7292,31.1942,45.6058,36.9333,43.4875,47.4042,51.6208,53.41,54.7067,47.5183,54.6683,56.0933,45.4617,47.4883,47.1683,45.9817,46.9283,43.7258,48.9683,48.3492,2.5867,89.83,94.26,0
2018-01-02 14:00:00,27.8083,32.765,36.0492,37.4983,50.4558,53.9083,52.5867,55.3267,39.0883,52.5667,52.685,42.3567,56.39,46.82,31.2867,45.6967,37.0225,43.58,47.4683,51.665,53.4783,54.7867,47.6092,54.7492,56.1842,45.5358,47.5658,47.2292,46.0308,46.9875,43.7517,49.025,48.3925,2.4708,85.2592,88.7225,0
2018-01-02 15:00:00,27.7925,32.7667,36.0458,36.8683,50.3342,53.7667,52.2783,55.0375,39.0883,52.2642,52.5625,42.28,56.2117,46.4675,30.7742,45.3358,36.515,43.2283,47.3467,51.565,53.34,54.6167,47.3075,54.5533,55.8733,45.2967,47.3517,47.0875,45.9483,46.8817,43.7108,48.9225,48.3192,2.4508,94.4758,100.19,36.8267
2018-01-02 16:00:00,27.93,32.9067,36.1842,36.72,50.3108,53.7442,52.1917,54.9542,39.09,52.185,52.5067,42.2467,56.17,46.3725,30.6467,45.2467,36.3908,43.1342,47.325,51.5417,53.3108,54.59,47.2267,54.5108,55.785,45.2308,47.2833,47.0367,45.9108,46.8325,43.695,48.8708,48.28,2.5858,97.5508,102.8942,44.1575
2018-01-02 17:00:00,28.0925,33.0483,36.3267,36.6542,50.2667,53.6958,52.1317,54.8958,39.0875,52.1208,52.4683,42.2225,56.12,46.3092,30.5775,45.1808,36.325,43.0683,47.28,51.5083,53.2625,54.5283,47.1642,54.45,55.725,45.18,47.2292,46.995,45.8842,46.8,43.6808,48.8392,48.2567,2.7275,100.1117,106.16,44.1108
2018-01-02 18:00:00,28.2108,33.1208,36.4467,36.6167,50.2433,53.6692,52.0942,54.8583,39.0883,52.0908,52.4358,42.2017,56.0892,46.275,30.5392,45.1467,36.29,43.0317,47.2575,51.4908,53.2333,54.4908,47.1283,54.4133,55.6892,45.1508,47.195,46.9625,45.8592,46.7692,43.67,48.8058,48.2317,2.8633,101.7983,108.3333,44.0717
2018-01-02 19:00:00,28.3375,33.2342,36.5725,36.5692,50.23,53.6567,52.055,54.8192,39.0892,52.0492,52.3967,42.1775,56.0692,46.2292,30.4892,45.1108,36.24,42.9867,47.2417,51.4808,53.2217,54.48,47.095,54.3925,55.645,45.115,47.1558,46.9283,45.8333,46.7317,43.655,48.7667,48.2058,2.9908,103.8425,109.2192,44.0325
2018-01-02 20:00:00,28.4883,33.445,36.7267,36.5758,50.2258,53.6508,52.0633,54.8292,39.0892,52.0575,52.4108,42.1825,56.0717,46.2408,30.4933,45.1142,36.2467,42.9992,47.2392,51.4808,53.2208,54.4808,47.1017,54.3967,55.6567,45.1225,47.1658,46.94,45.8383,46.7442,43.6575,48.7817,48.2158,3.1283,103.3458,109.395,44.0025
2018-01-02 21:00:00,28.5925,33.5675,36.8525,36.6283,50.2533,53.6833,52.1117,54.8775,39.0892,52.0992,52.4325,42.1975,56.1033,46.2892,30.5483,45.155,36.2992,43.0467,47.2675,51.4992,53.2483,54.5125,47.1433,54.4333,55.7025,45.1575,47.1992,46.965,45.855,46.765,43.6658,48.8008,48.2317,3.2633,101.85,107.3283,43.9842
2018-01-02 22:00:00,28.7717,33.7317,37.01,36.8117,50.3617,53.8025,52.2742,55.035,39.0892,52.2642,52.5725,42.29,56.2275,46.4542,30.7408,45.3267,36.4833,43.2175,47.3742,51.5742,53.3633,54.6425,47.3042,54.5725,55.8675,45.295,47.3533,47.0983,45.9608,46.8925,43.7192,48.935,48.3317,3.4025,93.4783,98.7242,43.9942
2018-01-02 23:00:00,28.9533,33.905,37.175,37.0475,50.4758,53.9383,52.4883,55.245,39.0933,52.4808,52.7417,42.3992,56.3758,46.6767,30.985,45.535,36.715,43.44,47.4917,51.6642,53.4908,54.8008,47.5042,54.7417,56.0867,45.4717,47.55,47.2625,46.0858,47.0492,43.7808,49.0942,48.4475,3.5533,82.4075,88.1183,44.0117
2018-01-03 00:00:00,29.1108,34.0542,37.3292,37.24,50.5833,54.06,52.665,55.4175,39.0925,52.6617,52.8942,42.4967,56.5033,46.8592,31.1867,45.7117,36.9092,43.6242,47.5992,51.7408,53.6067,54.9325,47.6775,54.8833,56.2633,45.6217,47.7225,47.4092,46.2017,47.1908,43.8375,49.2392,48.5567,3.7142,71.2358,77.5083,44.0208
2018-01-03 01:00:00,29.1683,34.0942,37.38,37.4742,50.7075,54.205,52.8725,55.6233,39.1,52.8758,53.0533,42.5975,56.6558,47.0742,31.4217,45.92,37.1392,43.8417,47.7275,51.8308,53.7417,55.095,47.8758,55.0558,56.4783,45.7942,47.9075,47.565,46.3167,47.3358,43.895,49.3883,48.6675,3.8425,57.5458,63.3067,44.0433
2018-01-03 02:00:00,29.2308,34.1683,37.445,38.1783,50.9017,54.4283,53.2692,56.0033,39.1,53.2842,53.2875,42.7467,56.9092,47.5125,32.02,46.3467,37.715,44.2758,47.9242,51.9808,53.9625,55.3567,48.2592,55.3442,56.8775,46.1125,48.225,47.8075,46.4825,47.5442,43.9767,49.6008,48.8225,3.8567,27.9083,30.8142,3.6717
2018-01-03 03:00:00,29.2358,34.2033,37.4633,38.2558,50.9292,54.4625,53.3183,56.0542,39.1,53.3375,53.3225,42.77,56.945,47.5658,32.09,46.4017,37.7825,44.33,47.95,52,53.9917,55.3958,48.3075,55.3833,56.9283,46.1533,48.2667,47.8408,46.5092,47.5758,43.9892,49.6333,48.8483,3.7975,21.875,24.3317,0
2018-01-03 04:00:00,29.2217,34.1792,37.4383,38.2683,50.9383,54.4733,53.3308,56.065,39.1,53.35,53.3333,42.7758,56.9542,47.58,32.1033,46.4133,37.7942,44.3433,47.9592,52.0083,53.9992,55.405,48.3183,55.395,56.9408,46.1625,48.2792,47.8517,46.5183,47.5867,43.9925,49.6442,48.855,3.7708,19.45,21.9967,0
2018-01-03 05:00:00,29.195,34.1083,37.405,38.23,50.9133,54.445,53.2933,56.0275,39.1,53.3117,53.3008,42.7525,56.9242,47.54,32.0617,46.3767,37.7567,44.3033,47.9342,51.9892,53.975,55.375,48.2825,55.3608,56.9017,46.1333,48.2417,47.82,46.4908,47.5542,43.9817,49.6125,48.83,3.745,26.12,28.33,0
2018-01-03 06:00:00,29.0783,33.9767,37.3042,37.9417,50.7342,54.2375,53.0133,55.7517,39.0992,53.0333,53.0583,42.5958,56.7142,47.2583,31.7575,46.1067,37.4675,44.0183,47.7517,51.8625,53.7808,55.15,48.0158,55.1242,56.6208,45.8983,47.9775,47.5875,46.31,47.3308,43.8917,49.3825,48.6583,3.6883,55.4725,57.7708,0
2018-01-03 07:00:00,28.9358,33.8483,37.175,37.5917,50.5275,53.9992,52.6792,55.4175,39.0967,52.69,52.7608,42.4042,56.4642,46.9158,31.38,45.7775,37.1175,43.6742,47.5417,51.7117,53.5567,54.8842,47.695,54.84,56.28,45.6133,47.6542,47.305,46.0867,47.0567,43.7783,49.0983,48.4467,3.5933,80.0375,82.2333,0
2018-01-03 08:00:00,28.7708,33.6742,37.0283,37.4442,50.4267,53.8767,52.5342,55.275,39.09,52.5208,52.6392,42.3258,56.3533,46.7683,31.2258,45.6425,36.9683,43.5283,47.4367,51.6442,53.4475,54.7525,47.5592,54.7133,56.135,45.49,47.5125,47.1842,45.9967,46.9425,43.7333,48.9808,48.36,3.475,88.5758,91.4692,0
2018-01-03 09:00:00,28.6233,33.5358,36.8992,37.4408,50.44,53.8933,52.5333,55.2742,39.0875,52.5133,52.6425,42.3292,56.3567,46.765,31.225,45.6442,36.97,43.5292,47.4542,51.6483,53.4558,54.7617,47.5592,54.715,56.1317,45.4892,47.5183,47.19,45.9975,46.9442,43.735,48.9833,48.36,3.355,88.2883,90.7642,0
2018-01-03 10:00:00,28.5042,33.3692,36.7692,37.4158,50.4033,53.845,52.5083,55.2467,39.0883,52.4917,52.6242,42.3158,56.3267,46.7383,31.2042,45.6158,36.9425,43.5017,47.4117,51.6292,53.42,54.72,47.5333,54.6808,56.1067,45.4708,47.4933,47.1708,45.9842,46.9292,43.73,48.9658,48.3492,3.225,89.4867,93.285,0
2018-01-03 11:00:00,28.4108,33.3083,36.6608,37.3842,50.3858,53.8258,52.4767,55.2192,39.0883,52.4667,52.5975,42.2983,56.305,46.7108,31.1667,45.59,36.9125,43.47,47.3967,51.6158,53.4017,54.6983,47.5042,54.6558,56.075,45.4458,47.4667,47.1442,45.965,46.9042,43.7183,48.9433,48.3325,3.105,91.1517,94.9,0
2018-01-03 12:00:00,28.2983,33.1725,36.545,37.4133,50.405,53.8467,52.5017,55.2433,39.085,52.4792,52.6175,42.3192,56.3275,46.735,31.2017,45.6125,36.94,43.4967,47.4167,51.6292,53.4225,54.7225,47.5292,54.6825,56.1017,45.4675,47.4892,47.1675,45.9858,46.9258,43.7275,48.96,48.3467,2.985,89.5667,93.3367,0
2018-01-03 13:00:00,28.1883,33.0858,36.4275,37.4025,50.3975,53.8367,52.4925,55.2325,39.0883,52.4792,52.6225,42.3167,56.3142,46.7275,31.1792,45.5992,36.93,43.4875,47.4075,51.6208,53.4108,54.7025,47.5158,54.665,56.0933,45.4642,47.4858,47.165,45.9875,46.9283,43.7292,48.9675,48.35,2.865,89.6933,94.175,0
2018-01-03 14:00:00,28.1067,33.0675,36.3492,37.5217,50.4725,53.9208,52.6083,55.3492,39.0867,52.5917,52.7125,42.37,56.4067,46.8425,31.3125,45.7192,37.05,43.6042,47.4833,51.675,53.4925,54.8017,47.63,54.7692,56.2092,45.5558,47.59,47.2542,46.0475,47.01,43.7575,49.05,48.41,2.7567,84.0175,87.345,0
2018-01-03 15:00:00,28.0092,32.9808,36.2625,37.6408,50.5483,54.015,52.7233,55.4608,39.0892,52.7075,52.8125,42.44,56.4917,46.9592,31.4425,45.8283,37.1667,43.7208,47.5617,51.7292,53.5758,54.8983,47.7383,54.8667,56.3233,45.6517,47.7033,47.3517,46.1292,47.1042,43.7992,49.1483,48.4842,2.6583,76.5558,80.1625,0
2018-01-03 16:00:00,27.9333,32.9025,36.1767,37.6683,50.5583,54.0175,52.75,55.4883,39.0867,52.7242,52.8308,42.4508,56.5108,46.9892,31.4642,45.8525,37.1942,43.7508,47.5717,51.7375,53.5892,54.9158,47.7633,54.8875,56.3533,45.6725,47.7233,47.3683,46.1392,47.1208,43.8058,49.1658,48.4967,2.5683,75.0267,78.6708,0
2018-01-03 17:00:00,27.8525,32.8058,36.0842,37.5842,50.5117,53.9725,52.6683,55.4067,39.0875,52.6558,52.7683,42.4092,56.4517,46.9033,31.3792,45.7742,37.1117,43.6675,47.5242,51.7033,53.5375,54.8558,47.6867,54.8208,56.27,45.6083,47.6508,47.3075,46.0942,47.0642,43.7825,49.1067,48.4533,2.4792,79.7442,83.5575,0
2018-01-03 18:00:00,27.8167,32.7667,36.0442,36.9708,50.3575,53.8017,52.3192,55.0742,39.0875,52.3025,52.57,42.2842,56.2408,46.5158,30.8508,45.39,36.5933,43.2767,47.3717,51.5817,53.3642,54.6483,47.3483,54.5842,55.9142,45.3258,47.3733,47.1017,45.9508,46.8875,43.7133,48.9267,48.3225,2.435,93.1883,97.82,29.445
2018-01-03 19:00:00,27.9375,32.8883,36.1675,36.59,50.2425,53.6667,52.0733,54.8383,39.0875,52.0617,52.4233,42.1908,56.085,46.25,30.5092,45.1308,36.26,43.01,47.2533,51.4917,53.2317,54.4917,47.1133,54.4083,55.6658,45.1308,47.175,46.9508,45.85,46.7567,43.6617,48.7942,48.2267,2.5658,102.7075,108.2575,44.13
2018-01-03 20:00:00,28.0533,33.02,36.3008,36.5425,50.205,53.6242,52.0267,54.7917,39.0875,52.0275,52.3833,42.1675,56.045,46.2117,30.4575,45.0842,36.2142,42.96,47.2142,51.4642,53.1925,54.4492,47.065,54.3633,55.6192,45.0983,47.135,46.915,45.8183,46.7208,43.6475,48.755,48.1967,2.7075,104.8467,111.2042,44.0908
2018-01-03 21:00:00,28.1717,33.1492,36.4325,36.6275,50.2525,53.6792,52.1058,54.8708,39.09,52.11,52.4408,42.1967,56.1042,46.2867,30.5467,45.1633,36.3008,43.0417,47.2642,51.5008,53.2475,54.5092,47.145,54.4308,55.7,45.16,47.2058,46.9692,45.8558,46.7725,43.6675,48.81,48.2342,2.8417,101.9508,107.2808,44.0775
2018-01-03 22:00:00,28.3492,33.3058,36.59,36.8,50.3475,53.7892,52.2633,55.025,39.0908,52.2533,52.5683,42.2867,56.2158,46.445,30.73,45.3158,36.4708,43.2067,47.3608,51.5683,53.3492,54.6308,47.2925,54.5567,55.8583,45.2875,47.3508,47.0942,45.9558,46.89,43.7175,48.9308,48.3225,2.9808,93.8992,99.4092,44.0867
2018-01-03 23:00:00,28.5358,33.4583,36.7592,37.0025,50.4508,53.905,52.4492,55.2042,39.0933,52.4442,52.7225,42.3825,56.3467,46.6333,30.9417,45.4992,36.6717,43.3992,47.4658,51.6458,53.4617,54.7667,47.4683,54.705,56.0458,45.4442,47.5225,47.2408,46.07,47.0308,43.7725,49.0758,48.4342,3.1333,83.9975,90.2492,44.0975
